userId,min_above_below,n_total
8263,42,115
8264,27,63
8265,52,143
8266,23,52
8267,80,197
8268,18,52
8269,7,20
8270,14,43
8271,25,94
8272,44,91
8273,18,47
8274,39,84
8275,12,29
8276,15,74
8277,17,39
8278,28,60
8279,9,20
8280,88,242
8281,21,51
8282,16,59
8283,7,24
8284,45,96
8285,26,65
8286,21,44
8287,11,22
8288,30,77
8289,112,234
8290,12,35
8291,25,52
8292,25,52
8293,10,24
8294,109,221
8295,147,368
8296,98,242
8297,48,155
8298,18,42
8299,13,37
8300,114,270
8301,11,23
8302,47,98
8303,42,143
8304,17,40
8305,10,25
8306,22,98
8307,2425,4861
8308,11,30
8309,20,49
8310,15,39
8311,69,150
8312,45,92
8313,8,21
8314,416,1036
8315,95,202
8316,11,27
8317,132,306
8318,131,262
8319,25,70
8320,16,49
8321,19,39
8322,12,40
8323,35,124
8324,20,45
8325,28,62
8326,38,115
8327,30,91
8328,13,30
8329,6,20
8330,9,22
8331,107,271
8332,21,44
8333,81,208
8334,53,121
8335,56,115
8336,95,316
8337,305,758
8338,42,105
8339,173,414
8340,91,265
8341,264,591
8342,80,218
8343,23,75
8344,129,271
8345,18,41
8346,16,33
8347,35,73
8348,35,84
8349,37,100
8350,36,125
8351,12,30
8352,32,82
8353,10,28
8354,87,302
8355,42,126
8356,8,21
8357,15,31
8358,9,21
8359,2398,5419
8360,92,241
8361,76,153
8362,119,250
8363,112,265
8364,50,126
8365,22,49
8366,24,54
8367,14,28
8368,9,28
8369,201,408
8370,10,28
8371,64,168
8372,65,161
8373,91,255
8374,258,589
8375,513,1311
8376,24,49
8377,26,76
8378,9,22
8379,23,53
8380,48,152
8381,11,30
8382,513,1172
8383,6,24
8384,52,144
8385,82,182
8386,40,101
8387,8,24
8388,11,22
8389,13,44
8390,24,54
8391,26,94
8392,29,80
8393,9,21
8394,47,156
8395,114,295
8396,189,451
8397,45,129
8398,7,24
8399,9,34
8400,320,773
8401,4,21
8402,273,546
8403,21,54
8404,16,44
8405,103,227
8406,42,104
8407,12,33
8408,20,61
8409,56,145
8410,102,209
8411,63,136
8412,13,44
8413,133,281
8414,23,52
8415,23,65
8416,12,45
8417,50,148
8418,175,424
8419,53,123
8420,232,602
8421,26,78
8422,12,29
8423,15,46
8424,14,29
8425,13,45
8426,39,91
8427,62,130
8428,154,413
8429,18,42
8430,18,45
8431,20,53
8432,8,30
8433,10,32
8434,11,25
8435,10,35
8436,71,149
8437,82,200
8438,63,126
8439,157,379
8440,28,56
8441,9,21
8442,33,92
8443,47,115
8444,350,920
8445,407,955
8446,86,243
8447,15,32
8448,13,50
8449,27,55
8450,19,69
8451,1,20
8452,7,20
8453,116,262
8454,122,356
8455,25,54
8456,18,47
8457,63,140
8458,6,24
8459,15,33
8460,13,27
8461,246,789
8462,29,62
8463,8,22
8464,25,56
8465,94,218
8466,97,286
8467,15,30
8468,210,583
8469,172,562
8470,16,36
8471,9,25
8472,19,45
8473,51,106
8474,12,27
8475,10,33
8476,11,25
8477,22,44
8478,19,53
8479,14,36
8480,17,40
8481,11,24
8482,10,21
8483,20,58
8484,331,724
8485,87,178
8486,87,253
8487,26,66
8488,57,133
8489,29,78
8490,9,20
8491,15,34
8492,103,277
8493,397,854
8494,19,39
8495,85,173
8496,40,97
8497,65,138
8498,43,121
8499,106,228
8500,28,66
8501,20,77
8502,25,67
8503,29,103
8504,21,58
8505,48,114
8506,23,54
8507,11,24
8508,60,139
8509,42,91
8510,10,21
8511,14,38
8512,60,145
8513,10,22
8514,49,146
8515,16,36
8516,50,104
8517,20,44
8518,10,25
8519,10,57
8520,34,120
8521,635,1674
8522,10,22
8523,24,48
8524,18,62
8525,19,39
8526,67,149
8527,9,23
8528,12,24
8529,235,547
8530,85,196
8531,48,109
8532,36,74
8533,19,43
8534,23,48
8535,22,51
8536,15,32
8537,58,154
8538,42,91
8539,54,174
8540,37,86
8541,14,29
8542,16,57
8543,9,26
8544,21,61
8545,68,161
8546,7,23
8547,12,49
8548,55,136
8549,163,371
8550,18,50
8551,12,61
8552,123,306
8553,34,84
8554,12,28
8555,13,35
8556,7,22
8557,24,55
8558,15,38
8559,37,96
8560,10,38
8561,17,57
8562,23,53
8563,15,34
8564,13,36
8565,49,130
8566,54,126
8567,15,32
8568,14,32
8569,36,76
8570,21,65
8571,7,26
8572,12,40
8573,18,64
8574,7,24
8575,211,458
8576,63,220
8577,117,244
8578,22,50
8579,15,33
8580,16,46
8581,60,147
8582,19,39
8583,8,22
8584,86,288
8585,37,74
8586,19,45
8587,33,102
8588,2438,5649
8589,57,115
8590,8,27
8591,240,504
8592,35,107
8593,22,54
8594,32,66
8595,253,611
8596,88,242
8597,14,30
8598,21,60
8599,38,89
8600,57,141
8601,8,35
8602,76,220
8603,16,35
8604,259,628
8605,483,1004
8606,133,310
8607,12,30
8608,57,135
8609,5,20
8610,9,23
8611,18,44
8612,16,35
8613,62,138
8614,88,201
8615,6,31
8616,79,171
8617,22,52
8618,345,776
8619,8,35
8620,48,104
8621,30,75
8622,37,104
8623,10,33
8624,17,46
8625,7,21
8626,12,38
8627,77,342
8628,33,87
8629,51,121
8630,90,232
8631,23,75
8632,8,21
8633,16,46
8634,557,1218
8635,12,26
8636,16,38
8637,28,81
8638,18,38
8639,50,113
8640,39,109
8641,46,105
8642,10,29
8643,9,20
8644,49,98
8645,30,71
8646,25,69
8647,61,126
8648,412,938
8649,58,204
8650,31,77
8651,120,329
8652,30,91
8653,18,59
8654,35,91
8655,13,40
8656,63,126
8657,25,59
8658,53,115
8659,10,20
8660,16,39
8661,22,49
8662,16,35
8663,85,248
8664,8,20
8665,6,20
8666,314,917
8667,30,105
8668,16,46
8669,243,620
8670,53,118
8671,162,357
8672,19,64
8673,9,23
8674,65,130
8675,24,64
8676,29,65
8677,14,32
8678,34,86
8679,7,24
8680,106,260
8681,9,24
8682,9,38
8683,92,262
8684,16,33
8685,12,37
8686,14,36
8687,76,233
8688,10,24
8689,86,179
8690,13,34
8691,40,149
8692,12,34
8693,9,20
8694,21,81
8695,16,39
8696,63,128
8697,23,76
8698,99,340
8699,250,824
8700,147,380
8701,19,42
8702,24,54
8703,10,22
8704,53,129
8705,567,1228
8706,397,813
8707,9,21
8708,10,22
8709,75,200
8710,59,126
8711,21,57
8712,46,172
8713,58,167
8714,85,203
8715,43,104
8716,9,20
8717,9,23
8718,8,24
8719,79,187
8720,771,1579
8721,43,111
8722,34,100
8723,17,38
8724,23,48
8725,61,126
8726,170,432
8727,11,30
8728,13,32
8729,13,26
8730,15,92
8731,37,110
8732,24,62
8733,12,30
8734,15,31
8735,47,103
8736,12,35
8737,36,76
8738,24,62
8739,53,271
8740,21,50
8741,23,82
8742,551,1123
8743,14,38
8744,23,56
8745,29,85
8746,17,36
8747,90,202
8748,283,579
8749,69,254
8750,32,84
8751,17,39
8752,12,25
8753,12,24
8754,7,21
8755,12,31
8756,24,52
8757,68,194
8758,73,163
8759,9,26
8760,10,20
8761,63,164
8762,31,106
8763,26,56
8764,17,34
8765,43,117
8766,29,61
8767,256,547
8768,46,113
8769,11,37
8770,60,235
8771,135,309
8772,30,76
8773,43,103
8774,43,87
8775,38,106
8776,14,32
8777,23,56
8778,27,61
8779,5,21
8780,9,27
8781,81,205
8782,13,29
8783,122,319
8784,50,127
8785,19,44
8786,9,25
8787,41,142
8788,581,1238
8789,75,190
8790,113,260
8791,47,115
8792,237,533
8793,192,458
8794,201,428
8795,81,181
8796,82,168
8797,11,47
8798,79,218
8799,26,72
8800,14,35
8801,42,124
8802,23,66
8803,58,128
8804,40,105
8805,42,96
8806,7,21
8807,16,34
8808,21,58
8809,10,24
8810,15,52
8811,7,33
8812,412,1012
8813,45,157
8814,8,50
8815,34,73
8816,14,30
8817,27,61
8818,14,40
8819,10,20
8820,55,153
8821,118,250
8822,11,29
8823,477,968
8824,33,69
8825,105,254
8826,10,27
8827,10,23
8828,65,170
8829,7,27
8830,24,73
8831,90,224
8832,51,117
8833,26,91
8834,17,62
8835,13,29
8836,230,788
8837,18,65
8838,13,28
8839,24,54
8840,7,63
8841,6,21
8842,19,51
8843,11,25
8844,42,130
8845,16,54
8846,113,391
8847,80,179
8848,21,50
8849,8,26
8850,36,104
8851,15,31
8852,22,47
8853,18,43
8854,73,261
8855,9,29
8856,16,48
8857,11,25
8858,37,104
8859,32,66
8860,8,22
8861,15,39
8862,7,26
8863,14,40
8864,21,53
8865,16,52
8866,11,45
8867,14,30
8868,19,40
8869,422,1025
8870,45,93
8871,159,362
8872,14,30
8873,42,95
8874,30,70
8875,36,96
8876,11,25
8877,148,321
8878,60,129
8879,297,775
8880,9,20
8881,33,78
8882,18,38
8883,25,57
8884,9,25
8885,134,292
8886,283,602
8887,46,120
8888,52,148
8889,9,22
8890,254,547
8891,8,23
8892,32,70
8893,11,29
8894,9,21
8895,71,259
8896,18,47
8897,11,48
8898,51,132
8899,180,444
8900,37,80
8901,999,3766
8902,13,32
8903,12,27
8904,19,64
8905,894,2001
8906,26,78
8907,32,73
8908,273,694
8909,35,73
8910,154,342
8911,213,488
8912,25,71
8913,11,31
8914,33,76
8915,12,26
8916,73,195
8917,132,275
8918,9,65
8919,13,31
8920,25,58
8921,18,50
8922,39,87
8923,41,115
8924,287,654
8925,12,25
8926,14,31
8927,12,26
8928,116,260
8929,27,67
8930,17,36
8931,25,83
8932,16,36
8933,103,276
8934,27,65
8935,13,31
8936,74,195
8937,165,390
8938,14,37
8939,57,129
8940,18,62
8941,9,24
8942,10,24
8943,7,23
8944,31,63
8945,272,564
8946,2,60
8947,27,81
8948,24,62
8949,61,126
8950,261,643
8951,58,135
8952,22,53
8953,8,23
8954,36,124
8955,68,149
8956,8,20
8957,13,31
8958,189,488
8959,10,45
8960,9,22
8961,10,21
8962,247,647
8963,43,104
8964,9,20
8965,9,38
8966,44,91
8967,12,33
8968,32,65
8969,583,1254
8970,48,104
8971,21,42
8972,150,366
8973,19,42
8974,18,39
8975,167,427
8976,14,30
8977,14,33
8978,70,220
8979,24,57
8980,12,41
8981,23,82
8982,11,36
8983,10,23
8984,8,21
8985,52,118
8986,133,437
8987,42,107
8988,99,238
8989,11,32
8990,72,187
8991,135,380
8992,7,26
8993,22,51
8994,18,50
8995,24,108
8996,8,22
8997,31,66
8998,29,72
8999,8,27
9000,29,69
9001,272,733
9002,55,123
9003,111,244
9004,8,32
9005,7,22
9006,18,36
9007,7,29
9008,6,24
9009,52,115
9010,43,105
9011,19,52
9012,8,20
9013,22,50
9014,12,33
9015,19,61
9016,10,23
9017,8,33
9018,38,130
9019,193,397
9020,35,78
9021,7,22
9022,240,515
9023,2,25
9024,14,50
9025,13,49
9026,207,518
9027,14,29
9028,164,329
9029,31,64
9030,9,25
9031,13,40
9032,27,64
9033,118,259
9034,87,185
9035,83,219
9036,48,106
9037,11,34
9038,9,23
9039,63,162
9040,28,78
9041,37,88
9042,179,454
9043,92,192
9044,21,46
9045,145,340
9046,133,402
9047,85,209
9048,187,446
9049,20,70
9050,21,46
9051,90,223
9052,38,120
9053,34,72
9054,19,43
9055,13,29
9056,15,53
9057,6,23
9058,10,23
9059,95,214
9060,87,239
9061,19,50
9062,32,68
9063,91,222
9064,29,59
9065,22,48
9066,35,96
9067,31,65
9068,30,73
9069,110,387
9070,11,30
9071,12,28
9072,33,105
9073,55,126
9074,28,59
9075,13,33
9076,21,54
9077,35,77
9078,44,132
9079,59,187
9080,61,232
9081,53,146
9082,142,368
9083,26,69
9084,16,47
9085,2378,5400
9086,9,27
9087,13,43
9088,38,93
9089,71,144
9090,17,36
9091,8,30
9092,55,155
9093,128,323
9094,14,47
9095,256,540
9096,12,24
9097,50,122
9098,202,706
9099,217,498
9100,10,29
9101,95,247
9102,71,165
9103,98,251
9104,9,28
9105,53,141
9106,8,21
9107,94,199
9108,76,156
9109,17,53
9110,15,40
9111,250,608
9112,433,1112
9113,60,140
9114,12,26
9115,10,21
9116,42,96
9117,106,285
9118,23,48
9119,14,44
9120,17,43
9121,8,22
9122,60,187
9123,196,405
9124,8,21
9125,43,111
9126,12,35
9127,103,215
9128,10,26
9129,138,313
9130,8,20
9131,6,21
9132,112,270
9133,11,24
9134,13,32
9135,19,59
9136,49,103
9137,20,47
9138,11,37
9139,11,26
9140,55,114
9141,10,35
9142,14,43
9143,38,81
9144,10,22
9145,47,166
9146,293,693
9147,7,49
9148,239,485
9149,9,26
9150,31,73
9151,28,116
9152,212,426
9153,27,56
9154,355,830
9155,212,430
9156,37,80
9157,408,850
9158,465,1083
9159,15,48
9160,18,47
9161,32,79
9162,18,56
9163,86,197
9164,10,27
9165,459,969
9166,24,53
9167,12,28
9168,68,215
9169,141,330
9170,8,24
9171,9,21
9172,68,143
9173,30,70
9174,10,23
9175,76,194
9176,8,32
9177,10,21
9178,21,44
9179,16,39
9180,16,35
9181,9,25
9182,17,53
9183,42,97
9184,36,98
9185,15,49
9186,40,103
9187,12,28
9188,12,29
9189,110,255
9190,111,243
9191,10,34
9192,7,22
9193,56,121
9194,32,77
9195,13,39
9196,8,21
9197,29,75
9198,88,198
9199,15,35
9200,36,97
9201,33,99
9202,20,57
9203,214,455
9204,709,1421
9205,114,341
9206,15,40
9207,295,701
9208,314,772
9209,9,20
9210,29,80
9211,10,32
9212,13,26
9213,23,63
9214,62,202
9215,12,26
9216,9,23
9217,24,57
9218,30,69
9219,63,136
9220,15,50
9221,9,40
9222,35,119
9223,80,192
9224,63,171
9225,14,34
9226,10,26
9227,50,100
9228,38,89
9229,46,95
9230,16,39
9231,141,323
9232,12,33
9233,17,48
9234,17,52
9235,117,241
9236,15,48
9237,15,50
9238,957,1914
9239,11,23
9240,70,148
9241,142,299
9242,52,131
9243,16,35
9244,14,30
9245,9,24
9246,25,69
9247,60,135
9248,24,54
9249,18,58
9250,17,51
9251,21,61
9252,35,107
9253,12,37
9254,81,183
9255,11,24
9256,227,477
9257,19,43
9258,7,23
9259,17,42
9260,40,100
9261,10,28
9262,13,31
9263,80,186
9264,49,159
9265,75,179
9266,99,207
9267,66,150
9268,384,800
9269,19,60
9270,9,27
9271,6,21
9272,28,57
9273,61,145
9274,10,23
9275,26,78
9276,40,87
9277,106,229
9278,16,35
9279,18,37
9280,13,28
9281,340,723
9282,142,288
9283,27,105
9284,41,83
9285,29,75
9286,174,355
9287,23,49
9288,13,28
9289,10,32
9290,11,34
9291,17,56
9292,14,55
9293,9,21
9294,70,149
9295,4,23
9296,28,61
9297,302,715
9298,36,75
9299,33,88
9300,925,2587
9301,17,38
9302,27,81
9303,10,24
9304,245,524
9305,25,58
9306,15,41
9307,33,79
9308,25,59
9309,65,137
9310,10,42
9311,9,23
9312,72,214
9313,67,136
9314,83,229
9315,11,24
9316,57,130
9317,99,198
9318,66,132
9319,53,137
9320,21,50
9321,6,20
9322,72,187
9323,12,25
9324,118,341
9325,146,306
9326,17,36
9327,61,142
9328,13,39
9329,282,766
9330,15,47
9331,5,21
9332,406,819
9333,74,161
9334,29,99
9335,151,309
9336,18,62
9337,7,24
9338,24,63
9339,44,104
9340,39,84
9341,80,254
9342,5,20
9343,11,28
9344,10,24
9345,7,25
9346,21,50
9347,134,286
9348,130,321
9349,24,69
9350,9,24
9351,222,525
9352,17,36
9353,132,267
9354,27,59
9355,20,46
9356,35,105
9357,15,36
9358,15,46
9359,28,96
9360,11,58
9361,37,78
9362,7,33
9363,8,21
9364,16,33
9365,20,56
9366,118,291
9367,29,60
9368,43,91
9369,31,88
9370,9,20
9371,18,41
9372,11,34
9373,167,427
9374,11,23
9375,10,22
9376,106,400
9377,13,33
9378,28,67
9379,13,27
9380,647,2143
9381,449,992
9382,258,660
9383,16,42
9384,37,74
9385,20,41
9386,103,224
9387,21,46
9388,6,22
9389,12,27
9390,18,36
9391,11,41
9392,38,86
9393,126,280
9394,14,45
9395,190,415
9396,115,232
9397,132,376
9398,42,100
9399,9,28
9400,47,105
9401,48,157
9402,30,73
9403,41,100
9404,10,37
9405,8,24
9406,582,1341
9407,89,246
9408,9,27
9409,25,64
9410,8,26
9411,55,112
9412,23,48
9413,54,113
9414,8,22
9415,6,21
9416,12,27
9417,25,75
9418,248,1338
9419,100,232
9420,46,97
9421,32,78
9422,29,65
9423,18,43
9424,121,301
9425,41,98
9426,12,25
9427,39,94
9428,9,20
9429,153,375
9430,12,26
9431,6,25
9432,6,23
9433,55,131
9434,18,38
9435,27,63
9436,14,39
9437,47,100
9438,15,51
9439,54,121
9440,7,22
9441,20,85
9442,77,157
9443,11,27
9444,29,74
9445,56,155
9446,38,113
9447,25,63
9448,22,59
9449,13,36
9450,10,22
9451,11,25
9452,47,104
9453,111,226
9454,184,375
9455,32,94
9456,16,35
9457,183,440
9458,21,46
9459,7,31
9460,37,79
9461,144,386
9462,49,150
9463,54,113
9464,66,139
9465,36,127
9466,218,473
9467,21,44
9468,150,379
9469,32,102
9470,15,37
9471,10,21
9472,65,206
9473,19,51
9474,43,122
9475,16,41
9476,44,90
9477,29,97
9478,9,28
9479,57,139
9480,15,40
9481,26,76
9482,147,415
9483,36,75
9484,8,25
9485,46,117
9486,70,182
9487,111,244
9488,32,87
9489,45,91
9490,13,30
9491,34,81
9492,61,189
9493,18,43
9494,28,102
9495,120,266
9496,18,43
9497,34,79
9498,12,34
9499,18,52
9500,29,60
9501,12,38
9502,12,38
9503,86,254
9504,62,141
9505,17,77
9506,25,55
9507,49,114
9508,11,43
9509,24,50
9510,11,26
9511,11,23
9512,49,108
9513,66,135
9514,34,100
9515,287,699
9516,110,258
9517,120,253
9518,76,327
9519,33,89
9520,29,71
9521,15,53
9522,92,186
9523,237,476
9524,9,20
9525,12,29
9526,21,60
9527,36,161
9528,20,72
9529,10,23
9530,53,110
9531,19,59
9532,26,56
9533,20,69
9534,58,142
9535,46,249
9536,29,76
9537,11,22
9538,17,62
9539,90,182
9540,112,232
9541,85,205
9542,24,74
9543,13,28
9544,24,50
9545,79,165
9546,61,131
9547,18,37
9548,15,52
9549,46,105
9550,15,30
9551,138,356
9552,28,60
9553,14,41
9554,93,230
9555,10,21
9556,27,62
9557,19,73
9558,266,587
9559,28,56
9560,17,40
9561,15,37
9562,20,40
9563,47,153
9564,109,222
9565,78,191
9566,63,194
9567,20,41
9568,128,399
9569,89,236
9570,163,694
9571,35,84
9572,20,45
9573,66,145
9574,26,57
9575,49,139
9576,122,259
9577,48,140
9578,22,57
9579,262,548
9580,239,637
9581,7,31
9582,7,20
9583,40,89
9584,9,20
9585,101,273
9586,41,98
9587,19,50
9588,88,285
9589,11,23
9590,15,36
9591,8,20
9592,22,45
9593,10,21
9594,38,91
9595,37,81
9596,344,819
9597,18,56
9598,80,191
9599,9,20
9600,24,48
9601,18,50
9602,17,34
9603,8,23
9604,18,38
9605,31,80
9606,14,38
9607,8,20
9608,73,173
9609,29,74
9610,11,29
9611,9,23
9612,49,121
9613,85,207
9614,11,43
9615,133,269
9616,18,40
9617,14,33
9618,166,481
9619,191,404
9620,31,66
9621,51,107
9622,7,22
9623,62,155
9624,20,57
9625,16,44
9626,17,44
9627,110,258
9628,54,127
9629,97,238
9630,80,203
9631,30,76
9632,16,42
9633,23,47
9634,34,110
9635,10,21
9636,10,26
9637,13,29
9638,82,255
9639,44,99
9640,14,41
9641,64,165
9642,54,194
9643,1143,2780
9644,104,244
9645,87,212
9646,22,98
9647,206,455
9648,25,63
9649,13,37
9650,41,91
9651,86,189
9652,71,157
9653,139,356
9654,12,24
9655,16,49
9656,25,65
9657,19,40
9658,29,88
9659,14,39
9660,906,2021
9661,12,25
9662,111,381
9663,67,143
9664,13,78
9665,17,46
9666,38,107
9667,9,26
9668,13,43
9669,25,57
9670,9,26
9671,11,29
9672,91,262
9673,102,237
9674,11,26
9675,14,78
9676,154,363
9677,59,118
9678,10,21
9679,19,55
9680,98,221
9681,26,68
9682,129,259
9683,0,20
9684,17,42
9685,28,61
9686,26,58
9687,40,90
9688,167,334
9689,38,99
9690,62,185
9691,73,157
9692,16,32
9693,61,169
9694,39,92
9695,61,127
9696,42,86
9697,44,131
9698,56,121
9699,70,187
9700,83,188
9701,20,102
9702,19,39
9703,23,55
9704,93,190
9705,82,201
9706,10,28
9707,34,94
9708,10,25
9709,12,31
9710,78,173
9711,10,22
9712,33,79
9713,12,25
9714,22,71
9715,91,189
9716,50,134
9717,24,70
9718,41,93
9719,13,28
9720,15,42
9721,497,1126
9722,27,78
9723,11,37
9724,39,105
9725,26,66
9726,9,21
9727,30,109
9728,14,28
9729,11,35
9730,12,30
9731,47,135
9732,59,148
9733,31,90
9734,22,49
9735,25,53
9736,19,44
9737,15,43
9738,14,38
9739,9,26
9740,15,50
9741,248,714
9742,13,27
9743,12,30
9744,13,33
9745,34,84
9746,30,61
9747,71,164
9748,13,31
9749,17,35
9750,34,75
9751,27,67
9752,5,24
9753,17,62
9754,10,22
9755,177,380
9756,47,117
9757,18,37
9758,59,131
9759,12,29
9760,7,33
9761,38,87
9762,96,363
9763,81,199
9764,47,129
9765,27,69
9766,24,49
9767,39,87
9768,19,108
9769,10,30
9770,53,117
9771,18,45
9772,27,55
9773,46,105
9774,7,21
9775,7,23
9776,25,71
9777,6,20
9778,54,112
9779,599,1213
9780,60,153
9781,37,152
9782,242,548
9783,23,68
9784,40,86
9785,6,70
9786,161,336
9787,35,94
9788,130,262
9789,84,180
9790,126,339
9791,221,658
9792,87,295
9793,33,134
9794,20,40
9795,15,32
9796,11,24
9797,18,51
9798,16,41
9799,10,36
9800,125,346
9801,45,106
9802,194,388
9803,24,83
9804,12,25
9805,18,56
9806,57,168
9807,8,25
9808,260,792
9809,15,31
9810,12,32
9811,19,104
9812,41,82
9813,19,39
9814,44,124
9815,13,32
9816,26,57
9817,26,60
9818,7,25
9819,12,24
9820,52,135
9821,20,74
9822,113,359
9823,17,70
9824,6,20
9825,754,1602
9826,151,305
9827,20,63
9828,15,33
9829,8,21
9830,9,20
9831,188,470
9832,123,264
9833,12,27
9834,73,179
9835,108,272
9836,26,55
9837,54,109
9838,28,68
9839,11,40
9840,35,119
9841,32,79
9842,66,143
9843,22,68
9844,131,443
9845,19,38
9846,36,86
9847,35,72
9848,36,76
9849,10,20
9850,43,88
9851,37,78
9852,12,29
9853,30,62
9854,17,35
9855,92,207
9856,98,221
9857,10,29
9858,11,23
9859,11,31
9860,228,657
9861,81,198
9862,10,39
9863,23,63
9864,23,52
9865,14,40
9866,35,75
9867,587,1253
9868,13,26
9869,27,62
9870,196,460
9871,7,23
9872,39,79
9873,13,33
9874,27,88
9875,6,27
9876,10,23
9877,342,722
9878,58,230
9879,8,40
9880,49,142
9881,43,126
9882,11,22
9883,306,687
9884,97,239
9885,13,31
9886,97,277
9887,38,92
9888,10,37
9889,97,195
9890,41,133
9891,11,28
9892,7,20
9893,8,22
9894,8,20
9895,46,110
9896,48,97
9897,10,26
9898,543,1102
9899,16,37
9900,40,97
9901,154,333
9902,12,52
9903,10,21
9904,8,21
9905,131,307
9906,20,53
9907,90,276
9908,17,53
9909,38,111
9910,55,125
9911,101,208
9912,34,79
9913,13,62
9914,135,340
9915,55,113
9916,21,56
9917,64,178
9918,293,602
9919,52,136
9920,16,36
9921,12,33
9922,14,29
9923,16,35
9924,55,113
9925,62,128
9926,65,164
9927,99,203
9928,83,227
9929,10,21
9930,10,24
9931,42,91
9932,14,56
9933,53,146
9934,18,59
9935,26,54
9936,14,30
9937,40,97
9938,103,215
9939,78,175
9940,14,33
9941,144,385
9942,29,76
9943,23,56
9944,30,78
9945,7,21
9946,16,34
9947,8,28
9948,27,66
9949,14,57
9950,7,30
9951,43,112
9952,54,140
9953,5,20
9954,22,60
9955,80,199
9956,9,20
9957,12,37
9958,29,67
9959,59,127
9960,10,26
9961,8,20
9962,15,35
9963,36,100
9964,10,20
9965,80,204
9966,11,34
9967,99,233
9968,22,54
9969,31,67
9970,22,66
9971,75,155
9972,17,63
9973,242,594
9974,32,68
9975,80,186
9976,145,291
9977,605,1291
9978,10,20
9979,20,58
9980,164,502
9981,64,130
9982,11,22
9983,48,117
9984,144,351
9985,141,289
9986,9,24
9987,10,23
9988,44,109
9989,8,21
9990,60,145
9991,28,61
9992,11,25
9993,206,528
9994,35,75
9995,17,46
9996,36,83
9997,23,56
9998,12,28
9999,16,36
10000,66,165
10001,12,25
10002,15,35
10003,178,447
10004,83,212
10005,148,421
10006,21,63
10007,43,89
10008,31,91
10009,27,59
10010,64,137
10011,8,20
10012,29,65
10013,12,30
10014,34,88
10015,33,71
10016,27,82
10017,47,100
10018,6,21
10019,24,72
10020,29,61
10021,7,20
10022,12,24
10023,99,321
10024,35,91
10025,32,65
10026,31,77
10027,18,72
10028,8,21
10029,14,30
10030,15,46
10031,81,199
10032,94,251
10033,6,30
10034,9,30
10035,16,33
10036,8,20
10037,12,30
10038,12,32
10039,7,23
10040,13,32
10041,21,67
10042,23,50
10043,33,68
10044,43,99
10045,42,86
10046,12,25
10047,65,165
10048,27,61
10049,9,20
10050,84,272
10051,11,31
10052,141,295
10053,24,52
10054,69,280
10055,39,79
10056,9,24
10057,24,51
10058,13,33
10059,43,138
10060,11,23
10061,142,439
10062,10,21
10063,19,45
10064,9,23
10065,37,99
10066,27,102
10067,69,156
10068,255,689
10069,14,34
10070,23,75
10071,23,67
10072,97,315
10073,9,22
10074,69,145
10075,19,65
10076,14,33
10077,70,172
10078,30,72
10079,36,76
10080,25,63
10081,25,71
10082,7,25
10083,16,35
10084,194,403
10085,7,24
10086,122,305
10087,9,26
10088,58,157
10089,132,283
10090,304,721
10091,32,65
10092,28,83
10093,45,131
10094,40,110
10095,46,121
10096,4,20
10097,42,89
10098,45,91
10099,54,164
10100,18,45
10101,9,21
10102,22,49
10103,26,75
10104,204,435
10105,10,27
10106,22,46
10107,43,111
10108,530,1352
10109,15,37
10110,71,164
10111,30,67
10112,61,154
10113,55,117
10114,20,55
10115,202,505
10116,16,46
10117,104,263
10118,22,47
10119,146,357
10120,13,36
10121,31,79
10122,16,37
10123,12,34
10124,54,156
10125,69,223
10126,9,21
10127,24,79
10128,16,39
10129,43,132
10130,23,61
10131,33,77
10132,13,28
10133,54,113
10134,21,57
10135,41,84
10136,10,21
10137,17,45
10138,82,198
10139,135,341
10140,7,23
10141,37,85
10142,25,154
10143,6,22
10144,67,144
10145,133,363
10146,27,55
10147,8,33
10148,21,45
10149,85,192
10150,27,111
10151,197,440
10152,18,38
10153,34,99
10154,133,347
10155,27,63
10156,70,155
10157,21,43
10158,21,52
10159,232,521
10160,128,382
10161,6,20
10162,60,121
10163,9,32
10164,32,66
10165,22,51
10166,17,38
10167,23,56
10168,35,89
10169,7,21
10170,68,178
10171,37,99
10172,147,329
10173,15,35
10174,11,44
10175,120,252
10176,77,184
10177,12,27
10178,19,46
10179,45,119
10180,25,83
10181,10,21
10182,58,141
10183,119,257
10184,28,89
10185,31,68
10186,11,40
10187,10,20
10188,81,194
10189,535,1466
10190,76,173
10191,16,32
10192,28,90
10193,20,45
10194,206,450
10195,18,42
10196,99,254
10197,16,44
10198,12,28
10199,15,31
10200,10,21
10201,32,68
10202,3208,7748
10203,66,204
10204,12,27
10205,68,154
10206,22,73
10207,70,202
10208,11,27
10209,250,621
10210,57,135
10211,35,74
10212,18,55
10213,457,1001
10214,14,32
10215,4,21
10216,23,76
10217,10,22
10218,33,71
10219,8,22
10220,11,31
10221,122,273
10222,9,21
10223,11,36
10224,86,195
10225,72,155
10226,68,171
10227,178,390
10228,27,75
10229,111,351
10230,23,52
10231,32,96
10232,9,31
10233,28,74
10234,107,218
10235,66,172
10236,9,20
10237,29,59
10238,38,92
10239,19,52
10240,8,20
10241,251,678
10242,28,59
10243,78,232
10244,36,92
10245,19,52
10246,82,173
10247,35,72
10248,58,224
10249,8,38
10250,27,55
10251,28,60
10252,43,89
10253,29,59
